station_std_id,1_code,2_code,3_code,4_code,5_code,1_ratio,2_ratio,3_ratio,4_ratio,5_ratio,building_cnt,area
100000001,3,2,5,4,12,0.63893,0.21074,0.11784,0.01698,0.01551,52,154470.1
100000002,65,4,1,3,2,0.86162,0.05044,0.0336,0.03288,0.01731,329,1545674.6
100000003,2,1,3,12,6,0.43616,0.30021,0.08963,0.05146,0.05041,304,99662.0
100000004,2,3,5,8,10,0.42283,0.4134,0.07557,0.04062,0.02804,154,226356.2
100000005,4,1,2,6,11,0.733,0.12895,0.0606,0.02334,0.02105,455,937312.6
100000006,1,4,2,6,3,0.57724,0.3329,0.03625,0.02516,0.02082,287,261289.0
100000007,1,2,4,3,5,0.75305,0.10632,0.06556,0.04487,0.02748,110,42420.4
100000008,1,4,2,6,3,0.57724,0.3329,0.03625,0.02516,0.02082,287,261289.0
100000009,1,4,2,6,3,0.57724,0.3329,0.03625,0.02516,0.02082,287,261289.0
100000010,1,4,2,6,3,0.57724,0.3329,0.03625,0.02516,0.02082,287,261289.0
100000011,1,4,2,6,3,0.57724,0.3329,0.03625,0.02516,0.02082,287,261289.0
100000012,1,4,2,6,3,0.57724,0.3329,0.03625,0.02516,0.02082,287,261289.0
100000013,1,4,2,6,3,0.57724,0.3329,0.03625,0.02516,0.02082,287,261289.0
100000014,1,3,2,5,\N,0.44794,0.29284,0.25847,0.00075,\N,17,13220.5
100000015,1,3,2,4,5,0.53612,0.22154,0.16015,0.03757,0.02352,205,53216.1
100000016,1,3,15,2,33,0.37378,0.3368,0.2009,0.05125,0.0179,105,59439.1
100000017,1,2,4,3,5,0.75305,0.10632,0.06556,0.04487,0.02748,110,42420.4
100000018,1,4,30,2,12,0.53188,0.1748,0.14962,0.0426,0.03389,287,289933.8
100000019,3,2,1,5,9,0.91967,0.04764,0.02266,0.00545,0.00457,117,143763.1
100000020,1,2,11,5,8,0.58501,0.30758,0.03002,0.02912,0.01767,255,48770.1
100000021,2,3,1,12,6,0.34159,0.30375,0.26723,0.02996,0.02705,156,68369.0
100000022,3,2,11,1,\N,0.99167,0.00463,0.00305,0.00066,\N,13,120154.9
100000023,3,12,2,5,34,0.64347,0.3262,0.01686,0.00986,0.00361,35,399377.8
100000025,3,12,2,5,34,0.64347,0.3262,0.01686,0.00986,0.00361,35,399377.8
100000028,34,3,1,4,2,0.38381,0.20511,0.11117,0.09354,0.08825,218,314484.0
100000029,3,12,2,22,1,0.96897,0.01692,0.01152,0.00201,0.00034,26,302190.9
100000030,3,12,2,22,1,0.96897,0.01692,0.01152,0.00201,0.00034,26,302190.9
100000031,3,12,2,5,34,0.64347,0.3262,0.01686,0.00986,0.00361,35,399377.8
100000032,3,2,1,5,9,0.91967,0.04764,0.02266,0.00545,0.00457,117,143763.1
100000033,1,4,30,2,12,0.53458,0.17063,0.15042,0.04271,0.03407,283,288379.0
100000034,3,12,2,5,34,0.64347,0.3262,0.01686,0.00986,0.00361,35,399377.8
100000035,4,1,2,\N,\N,0.86308,0.07114,0.06579,\N,\N,4,12540.7
100000036,4,3,1,2,6,0.56659,0.20018,0.11214,0.08967,0.02753,149,114222.7
100000037,1,2,11,6,4,0.71139,0.10826,0.0558,0.04568,0.04054,401,214490.4
100000038,1,2,11,6,4,0.71221,0.10795,0.05565,0.04555,0.04042,409,215100.2
100000039,4,1,2,38,6,0.87531,0.09026,0.02239,0.00346,0.00307,315,938077.2
100000040,4,1,2,38,6,0.87508,0.0905,0.02239,0.00346,0.00307,315,938322.0
100000041,1,2,3,11,34,0.64236,0.17171,0.11064,0.02251,0.01444,541,285844.8
100000042,1,2,3,11,34,0.67326,0.14865,0.10122,0.01891,0.01213,761,340324.6
100000043,1,2,3,11,34,0.66664,0.1562,0.10758,0.02009,0.01289,708,320220.6
100000044,1,2,3,11,34,0.71617,0.15687,0.05225,0.02174,0.01395,706,295905.1
100000045,1,2,3,11,34,0.67332,0.14862,0.1012,0.0189,0.01212,762,340390.7
100000046,1,2,3,11,34,0.64815,0.16723,0.11495,0.02147,0.01377,605,299676.1
100000047,4,1,2,38,6,0.87533,0.09025,0.02239,0.00346,0.00307,313,938059.5
100000048,4,1,2,38,6,0.87533,0.09025,0.02239,0.00346,0.00307,314,938059.5
100000049,1,2,11,6,4,0.71221,0.10795,0.05565,0.04555,0.04042,409,215100.2
100000051,1,2,11,6,4,0.71221,0.10795,0.05565,0.04555,0.04042,408,215100.2
100000053,1,15,4,2,6,0.79331,0.08196,0.06305,0.0269,0.0145,204,272997.2
100000054,1,2,15,3,4,0.78587,0.07337,0.05518,0.03321,0.02142,424,405520.1
100000055,1,2,15,4,3,0.86601,0.04376,0.02679,0.02103,0.01613,605,835152.0
100000056,1,2,15,4,3,0.86048,0.04319,0.02661,0.02089,0.01602,609,840900.1
100000057,1,2,3,4,66,0.90301,0.04512,0.02022,0.01304,0.00545,448,666252.5
100000058,1,2,3,4,66,0.90362,0.04483,0.02009,0.01296,0.00541,449,670486.3
100000059,1,15,3,2,4,0.79026,0.07458,0.04165,0.03191,0.02778,220,300029.9
100000060,1,4,2,3,11,0.67987,0.18754,0.05249,0.02771,0.0275,434,479207.1
100000061,1,4,2,3,11,0.70901,0.12941,0.07841,0.02625,0.01846,631,713726.7
100000062,1,4,2,11,12,0.73718,0.0874,0.07004,0.03074,0.01826,1025,1082321.8
100000063,1,4,2,12,11,0.71635,0.08416,0.07855,0.03211,0.02837,998,1170103.6
100000064,1,2,4,12,6,0.73981,0.08081,0.06855,0.03056,0.02362,1552,1498461.3
100000065,1,2,12,11,6,0.74271,0.09945,0.05262,0.03613,0.02178,565,556216.0
100000066,1,4,2,11,12,0.69667,0.09624,0.08409,0.03414,0.02673,736,965057.5
100000067,1,4,2,3,11,0.69484,0.1242,0.08589,0.02564,0.01804,553,730669.9
100000068,1,4,2,3,11,0.70224,0.13046,0.0824,0.02666,0.01875,597,702708.1
100000069,1,4,2,3,11,0.70556,0.1319,0.08014,0.02491,0.01882,611,700259.1
100000072,1,23,2,9,5,0.76089,0.10582,0.05945,0.03387,0.01738,138,263404.2
100000073,3,2,5,1,21,0.5008,0.36793,0.08563,0.04165,0.00401,33,12968.1
100000075,1,3,8,5,\N,0.66796,0.27082,0.03855,0.02266,\N,12,17892.2
100000076,3,45,1,4,2,0.36852,0.2921,0.18479,0.0456,0.04399,88,127320.0
100000077,3,5,2,9,10,0.66474,0.25503,0.07841,0.00111,0.00072,15,320790.4
100000078,2,3,5,8,10,0.42283,0.4134,0.07557,0.04062,0.02804,154,226356.2
100000079,21,3,12,2,5,0.31751,0.23027,0.14855,0.11925,0.06701,140,111247.3
100000080,5,22,3,2,1,0.37476,0.27789,0.17541,0.14882,0.0136,181,62443.6
100000081,5,22,3,2,1,0.37476,0.27789,0.17541,0.14882,0.0136,181,62443.6
100000102,3,2,1,8,5,0.61846,0.17335,0.08898,0.04755,0.02206,187,116713.6
100000103,3,45,1,4,2,0.36852,0.2921,0.18479,0.0456,0.04399,88,127320.0
100000104,3,12,5,2,8,0.65887,0.11894,0.08142,0.05229,0.0317,198,169922.9
100000105,3,6,28,5,2,0.53019,0.3156,0.06212,0.03186,0.01868,52,73020.7
100000106,3,6,28,5,2,0.53019,0.3156,0.06212,0.03186,0.01868,52,73020.7
100000107,3,6,28,5,2,0.53019,0.3156,0.06212,0.03186,0.01868,52,73020.7
100000108,3,2,4,8,5,0.32943,0.27049,0.17441,0.05599,0.04716,241,149404.1
100000109,3,2,4,8,5,0.32943,0.27049,0.17441,0.05599,0.04716,241,149404.1
100000116,2,5,3,8,1,0.53322,0.26189,0.11999,0.02991,0.01533,401,113332.3
100000117,2,5,3,8,1,0.53322,0.26189,0.11999,0.02991,0.01533,401,113332.3
100000118,22,2,3,6,1,0.31484,0.22785,0.20277,0.06572,0.04505,321,225726.0
100000119,2,1,3,7,8,0.42661,0.32355,0.17071,0.03108,0.01233,886,183720.0
100000121,2,1,3,7,8,0.42661,0.32355,0.17071,0.03108,0.01233,886,183720.0
100000122,3,6,2,11,61,0.61905,0.1288,0.08612,0.06136,0.0569,166,350112.8
100000123,1,2,4,12,3,0.34055,0.31082,0.17026,0.09428,0.05734,638,475263.3
100000124,1,2,4,12,3,0.34055,0.31082,0.17026,0.09428,0.05734,638,475263.3
100000125,65,4,1,3,2,0.86596,0.05069,0.03402,0.03038,0.01503,316,1537924.9
100000126,65,4,1,3,2,0.86162,0.05044,0.0336,0.03288,0.01731,329,1545674.6
100000127,65,4,1,3,2,0.86162,0.05044,0.0336,0.03288,0.01731,329,1545674.6
100000128,65,4,1,3,2,0.86162,0.05044,0.0336,0.03288,0.01731,329,1545674.6
100000129,2,1,4,3,46,0.33239,0.32309,0.13257,0.07455,0.03842,609,181761.9
100000130,4,1,2,6,11,0.73366,0.12873,0.0601,0.02336,0.02107,453,936475.6
100000131,1,2,3,5,12,0.60237,0.24332,0.08068,0.02862,0.02414,274,250849.1
100000132,4,1,2,6,11,0.73366,0.12873,0.0601,0.02336,0.02107,453,936475.6
100000133,4,1,2,6,11,0.73366,0.12873,0.0601,0.02336,0.02107,453,936475.6
100000135,1,2,27,5,3,0.32765,0.21359,0.12788,0.11964,0.09246,2962,992788.8
100000139,2,1,27,5,3,0.24181,0.20298,0.15667,0.15129,0.11496,2216,784313.9
100000140,1,3,2,5,4,0.40684,0.28654,0.18588,0.04562,0.02464,1226,606565.7
100000142,1,2,27,5,4,0.51028,0.15245,0.10461,0.0884,0.05827,3018,1266122.4
100000143,1,3,2,5,6,0.52487,0.21782,0.1609,0.03013,0.01668,2143,997453.1
100000144,1,3,2,5,4,0.5322,0.22184,0.15518,0.03092,0.01644,1915,946877.2
100000147,1,3,2,5,4,0.52746,0.21877,0.1616,0.03026,0.01589,2143,993129.0
100000150,1,2,15,4,3,0.86596,0.04396,0.02688,0.0211,0.01618,594,832469.4
100000151,5,22,3,2,1,0.37476,0.27789,0.17541,0.14882,0.0136,181,62443.6
100000153,3,5,8,2,22,0.78721,0.08205,0.04727,0.03921,0.01776,88,260738.0
100000154,3,12,2,22,1,0.96897,0.01692,0.01152,0.00201,0.00034,26,302190.9
100000155,5,3,8,2,1,0.47392,0.26532,0.11103,0.07254,0.04767,150,69196.5
100000156,22,2,3,6,1,0.31484,0.22785,0.20277,0.06572,0.04505,321,225726.0
100000157,1,2,27,5,3,0.33074,0.21299,0.1287,0.12041,0.0909,2851,986452.9
100000158,1,2,27,5,3,0.24546,0.23031,0.14594,0.1414,0.10692,2447,841940.0
100000159,3,2,1,8,5,0.61846,0.17335,0.08898,0.04755,0.02206,187,116713.6
100000165,1,3,2,5,6,0.52463,0.21751,0.16067,0.03009,0.01666,2151,998868.0
100000179,2,1,4,3,46,0.33239,0.32309,0.13257,0.07455,0.03842,609,181761.9
100000180,4,1,2,38,6,0.87542,0.09015,0.02239,0.00346,0.00307,310,937955.3
100000181,1,6,15,4,2,0.70209,0.111,0.07368,0.05668,0.03075,222,303700.7
100000188,4,1,2,38,6,0.87434,0.09127,0.02237,0.00346,0.00307,315,939113.2
100000189,4,1,2,38,6,0.87449,0.09112,0.02237,0.00346,0.00307,316,938960.9
100000190,22,2,3,6,1,0.31484,0.22785,0.20277,0.06572,0.04505,321,225726.0
100000191,1,3,2,5,8,0.50327,0.22888,0.17052,0.03224,0.01628,2007,932341.9
100000192,2,3,5,8,10,0.42283,0.4134,0.07557,0.04062,0.02804,154,226356.2
100000193,1,3,2,5,8,0.49903,0.22791,0.16994,0.03745,0.01891,1520,802639.7
100000330,3,\N,\N,\N,\N,1,\N,\N,\N,\N,3,203354.4
100000355,1,2,4,12,11,0.74008,0.08084,0.06858,0.03057,0.02329,1549,1497918.1
100000362,3,2,5,1,21,0.5008,0.36793,0.08563,0.04165,0.00401,33,12968.1
100000363,1,4,2,3,9,0.87389,0.0777,0.02946,0.00794,0.00486,162,494214.7
100000364,1,3,2,5,4,0.52699,0.21906,0.16157,0.03033,0.01592,2122,990913.6
100000365,1,2,5,27,3,0.4722,0.16331,0.10686,0.09336,0.06946,3299,1374972.3
100000366,1,3,2,5,6,0.52539,0.21758,0.16072,0.0301,0.01667,2145,998540.1
100000367,1,3,2,5,6,0.52549,0.21753,0.16069,0.03009,0.01666,2145,998764.2
100000368,9,4,3,2,1,0.73631,0.14929,0.05408,0.02401,0.02154,31,129758.6
100000369,4,3,1,2,6,0.56659,0.20018,0.11214,0.08967,0.02753,149,114222.7
100000370,3,4,15,2,5,0.6079,0.1721,0.10861,0.08295,0.01023,57,114451.8
100000376,3,9,4,1,2,0.49194,0.38456,0.07797,0.01806,0.01332,46,248449.1
100000379,34,3,1,4,2,0.38381,0.20511,0.11117,0.09354,0.08825,218,314484.0
100000380,34,3,1,4,2,0.38381,0.20511,0.11117,0.09354,0.08825,218,314484.0
100000384,3,12,2,22,1,0.96897,0.01692,0.01152,0.00201,0.00034,26,302190.9
100000385,3,\N,\N,\N,\N,1,\N,\N,\N,\N,3,203354.4
100000386,3,\N,\N,\N,\N,1,\N,\N,\N,\N,3,203354.4
100000387,3,\N,\N,\N,\N,1,\N,\N,\N,\N,3,203354.4
100000388,3,2,5,4,12,0.63893,0.21074,0.11784,0.01698,0.01551,52,154470.1
100000389,3,2,5,4,12,0.63893,0.21074,0.11784,0.01698,0.01551,52,154470.1
100000390,5,2,3,8,7,0.43294,0.36058,0.18054,0.02011,0.00306,73,39427.8
100000391,5,2,3,8,7,0.43294,0.36058,0.18054,0.02011,0.00306,73,39427.8
100000392,5,2,3,8,7,0.43294,0.36058,0.18054,0.02011,0.00306,73,39427.8
100000393,3,5,2,9,47,0.42752,0.36992,0.09039,0.04288,0.03119,68,44767.0
100000394,3,5,2,9,47,0.42752,0.36992,0.09039,0.04288,0.03119,68,44767.0
100000395,3,5,2,9,47,0.42752,0.36992,0.09039,0.04288,0.03119,68,44767.0
100000396,2,5,3,8,1,0.53322,0.26189,0.11999,0.02991,0.01533,401,113332.3
100000397,2,5,3,8,1,0.53322,0.26189,0.11999,0.02991,0.01533,401,113332.3
100000398,1,2,5,27,3,0.47204,0.16306,0.10698,0.09346,0.06954,3293,1373462.2
100000406,1,6,\N,\N,\N,0.69391,0.30609,\N,\N,\N,10,2772.1
100900002,4,1,2,38,6,0.89309,0.07602,0.02003,0.00353,0.00313,239,919402.6
100900003,1,2,4,3,6,0.62631,0.21161,0.07575,0.02961,0.02395,429,250289.3
100900004,1,2,4,5,6,0.66737,0.23191,0.0497,0.01685,0.0162,688,157602.4
100900005,1,2,4,3,5,0.69479,0.20943,0.053,0.0324,0.00728,250,39176.4
100900006,1,4,2,6,3,0.71098,0.11795,0.09862,0.05973,0.01273,87,48229.2
100900007,1,2,6,3,12,0.61587,0.20006,0.09579,0.04714,0.02125,151,33298.0
100900008,1,2,4,5,6,0.66964,0.22776,0.04911,0.01665,0.01601,710,159477.2
100900009,3,5,8,2,22,0.78721,0.08205,0.04727,0.03921,0.01776,88,260738.0
100900010,1,2,\N,\N,\N,0.99971,0.00029,\N,\N,\N,84,355913.8
100900011,1,3,4,2,7,0.46296,0.45937,0.04765,0.02354,0.00395,217,152707.2
100900012,1,2,4,5,3,0.74954,0.14894,0.06324,0.01824,0.00699,601,123847.8
100900013,1,5,2,4,3,0.83614,0.07056,0.03498,0.02817,0.01464,493,398871.9
100900014,1,2,66,3,9,0.94232,0.04347,0.0082,0.0022,0.00147,257,442746.9
100900015,3,2,5,1,21,0.5008,0.36793,0.08563,0.04165,0.00401,33,12968.1
100900016,1,2,3,11,12,0.8591,0.05343,0.02777,0.02756,0.01424,485,478216.4
100900017,1,4,2,3,6,0.56592,0.18282,0.17548,0.025,0.0231,452,296398.6
100900018,1,2,3,66,9,0.92663,0.04697,0.01447,0.00764,0.00137,283,474914.1
100900019,1,2,3,66,8,0.91129,0.04736,0.02428,0.00654,0.00377,383,554812.7
100900020,1,2,4,3,5,0.69479,0.20943,0.053,0.0324,0.00728,250,39176.4
100900021,1,2,4,5,3,0.74951,0.14708,0.06245,0.02117,0.0069,609,125412.3
100900022,1,2,11,6,4,0.71221,0.10795,0.05565,0.04555,0.04042,409,215100.2
100900023,1,4,2,3,6,0.74513,0.10421,0.07045,0.02102,0.01511,839,891205.5
100900024,3,1,2,20,4,0.3673,0.33605,0.11063,0.08569,0.06756,448,201550.0
100900025,1,2,11,6,4,0.71221,0.10795,0.05565,0.04555,0.04042,409,215100.2
100900026,1,2,4,12,6,0.87546,0.05674,0.04894,0.0135,0.0031,228,84181.9
100900027,2,1,3,12,6,0.43616,0.30021,0.08963,0.05146,0.05041,304,99662.0
100900028,65,4,3,1,2,0.86009,0.05035,0.03459,0.03354,0.01728,330,1548414.3
100900029,1,4,2,3,11,0.71923,0.14573,0.05052,0.02153,0.02137,510,616702.8
100900030,1,3,2,4,7,0.48924,0.25938,0.19312,0.02698,0.025,236,104221.6
100900031,1,4,2,3,10,0.58602,0.18931,0.17842,0.01711,0.01251,444,286232.5
100900032,1,4,2,6,5,0.70604,0.12972,0.12181,0.01257,0.00939,370,60381.0
100900033,3,2,4,8,5,0.32943,0.27049,0.17441,0.05599,0.04716,241,149404.1
100900034,1,2,4,6,5,0.98684,0.01024,0.00177,0.00094,0.00021,251,126702.7
100900035,3,1,2,20,4,0.37886,0.31815,0.11284,0.08839,0.06969,427,195403.3
100900036,1,4,2,3,11,0.68252,0.16531,0.05629,0.02443,0.02424,491,543660.3
100900037,1,3,4,2,24,0.7287,0.10907,0.06801,0.05027,0.02407,249,106986.6
100900038,65,4,1,3,2,0.86123,0.05042,0.0346,0.03198,0.01761,332,1546365.7
100900039,1,2,5,4,6,0.79499,0.0915,0.05031,0.02641,0.01515,1061,569268.0
100900040,1,4,2,6,7,0.70152,0.1359,0.12112,0.01317,0.00849,345,57636.3
100900041,1,4,3,2,6,0.60639,0.12692,0.10642,0.10513,0.04551,399,125877.2
100900042,65,4,1,2,3,0.77759,0.104,0.06879,0.02174,0.01999,274,749652.6
100900043,4,1,3,2,7,0.36448,0.24282,0.23757,0.12507,0.01218,283,213894.4
100900044,9,4,3,2,1,0.73631,0.14929,0.05408,0.02401,0.02154,31,129758.6
100900045,3,1,2,4,6,0.44116,0.32675,0.11854,0.08115,0.0237,350,167807.4
100900046,1,2,4,5,6,0.64289,0.26069,0.0479,0.01624,0.01561,676,163513.6
100900047,1,4,2,3,11,0.67719,0.14584,0.08465,0.02981,0.02096,486,628610.0
100900048,1,2,4,12,6,0.53266,0.22059,0.11972,0.04718,0.02753,348,99618.7
100900049,1,23,2,9,5,0.73004,0.12299,0.06855,0.03936,0.0202,113,226642.6
100900050,1,2,6,12,4,0.86486,0.03644,0.03437,0.02684,0.02519,369,220182.5
100900051,34,2,4,3,5,0.94911,0.01685,0.01253,0.00779,0.00617,172,878034.8
100900052,1,2,4,12,199,0.60385,0.16787,0.08433,0.06014,0.02756,411,141423.5
100900053,1,3,2,6,7,0.66718,0.17404,0.09621,0.03383,0.02395,506,178663.8
100900054,1,2,6,4,12,0.8905,0.03822,0.02974,0.02077,0.01877,426,266992.1
100900055,1,2,11,5,8,0.58501,0.30758,0.03002,0.02912,0.01767,255,48770.1
100900056,3,12,2,5,34,0.64347,0.3262,0.01686,0.00986,0.00361,35,399377.8
100900057,12,2,5,3,1,0.35856,0.26172,0.1953,0.14688,0.03699,102,47733.4
100900058,1,2,12,199,6,0.68664,0.15241,0.06301,0.02887,0.02031,394,134989.0
100900059,1,2,12,199,6,0.69274,0.14883,0.06523,0.02989,0.02103,380,130400.5
100900060,1,6,3,2,4,0.85105,0.06749,0.04907,0.02121,0.00807,233,76981.9
100900061,1,3,8,5,\N,0.66796,0.27082,0.03855,0.02266,\N,12,17892.2
100900062,1,4,2,11,3,0.71918,0.1737,0.03739,0.02465,0.01988,529,521330.5
100900063,4,1,2,6,11,0.71729,0.1362,0.06399,0.02487,0.02243,447,879606.6
100900064,4,1,2,3,12,0.60089,0.23443,0.12977,0.01283,0.00685,618,464182.4
100900065,1,3,2,4,5,0.53612,0.22154,0.16015,0.03757,0.02352,205,53216.1
100900066,5,2,3,8,7,0.43294,0.36058,0.18054,0.02011,0.00306,73,39427.8
100900067,1,2,3,4,66,0.84805,0.06893,0.03327,0.02146,0.00896,346,404802.4
100900068,3,4,1,2,5,0.51166,0.2705,0.15077,0.0515,0.00777,368,315591.4
100900069,4,1,5,2,6,0.87714,0.0905,0.0258,0.00332,0.00324,77,84144.9
100900070,1,5,4,2,3,0.83635,0.08549,0.02778,0.01974,0.01774,163,329225.2
100900071,1,3,8,5,\N,0.65593,0.28064,0.03995,0.02348,\N,10,17266.4
100900072,1,2,11,12,3,0.86608,0.05077,0.03268,0.01689,0.01521,423,403265.7
100900073,1,12,6,2,4,0.52023,0.14659,0.07894,0.07786,0.07467,226,67029.4
100900074,1,12,2,6,4,0.84511,0.05132,0.03222,0.02451,0.00942,340,236370.5
100900075,4,1,2,6,5,0.75325,0.1191,0.06658,0.02282,0.01959,379,837616.9
100900076,65,4,1,2,3,0.89151,0.05219,0.03392,0.00932,0.0091,284,1493842.5
100900077,1,2,3,\N,\N,0.86225,0.12338,0.01437,\N,\N,73,42735.0
100900078,3,4,15,2,5,0.6079,0.1721,0.10861,0.08295,0.01023,57,114451.8
100900079,1,6,2,12,13,0.89033,0.03185,0.0245,0.01488,0.01354,433,401153.7
100900080,1,2,3,\N,\N,0.92731,0.04767,0.02502,\N,\N,55,24533.3
100900081,3,4,15,2,5,0.6079,0.1721,0.10861,0.08295,0.01023,57,114451.8
100900082,1,2,4,35,11,0.87059,0.05353,0.03337,0.03287,0.00591,412,121212.1
100900083,1,6,2,12,4,0.83878,0.04682,0.03577,0.02881,0.02346,325,207254.8
100900085,65,4,1,3,2,0.86162,0.05044,0.0336,0.03288,0.01731,329,1545674.6
100900086,3,2,1,5,9,0.65254,0.23402,0.07477,0.01893,0.01288,107,67315.4
100900088,1,23,2,33,6,0.83323,0.11959,0.02903,0.00731,0.00629,111,233089.9
100900089,1,6,2,4,12,0.80692,0.06461,0.03449,0.03013,0.02998,240,161360.0
100900090,4,1,3,2,7,0.36448,0.24282,0.23757,0.12507,0.01218,283,213894.4
100900091,1,2,3,9,8,0.97708,0.01641,0.00238,0.00159,0.00149,225,408950.4
100900092,3,2,1,5,9,0.65254,0.23402,0.07477,0.01893,0.01288,107,67315.4
100900093,1,27,2,4,3,0.55422,0.16463,0.08317,0.08098,0.05674,1178,754894.4
100900094,1,4,2,6,35,0.68114,0.17157,0.07936,0.03676,0.02545,441,156520.0
100900095,1,6,4,12,2,0.8463,0.05633,0.02935,0.0292,0.02041,261,165660.4
100900096,3,2,1,8,5,0.61846,0.17335,0.08898,0.04755,0.02206,187,116713.6
100900097,1,2,3,66,8,0.91103,0.04747,0.02476,0.00667,0.00385,367,543938.8
100900098,1,2,6,4,12,0.74827,0.11915,0.06267,0.02469,0.02106,150,91990.5
100900099,1,2,4,3,5,0.69479,0.20943,0.053,0.0324,0.00728,250,39176.4
100900100,1,2,4,6,30,0.30779,0.1937,0.18036,0.12238,0.08768,282,146415.0
100900101,8,5,1,2,3,0.37629,0.26434,0.12393,0.1137,0.095,189,218978.6
100900102,4,30,1,12,2,0.32805,0.31157,0.17012,0.07057,0.06053,99,139229.5
100900103,1,2,12,6,4,0.74233,0.11755,0.05025,0.04585,0.02344,249,165475.7
100900104,1,3,2,4,5,0.53612,0.22154,0.16015,0.03757,0.02352,205,53216.1
100900105,92,1,2,3,5,0.77129,0.12941,0.08529,0.00785,0.00352,90,102930.4
100900106,3,1,5,11,2,0.97064,0.01426,0.00759,0.00588,0.00163,15,118690.5
100900107,2,5,3,8,1,0.53322,0.26189,0.11999,0.02991,0.01533,401,113332.3
100900108,4,30,1,12,2,0.35128,0.30968,0.16255,0.07015,0.05219,112,140079.5
100900109,1,2,12,6,4,0.74882,0.11556,0.07029,0.03454,0.01424,528,386228.3
100900110,1,2,3,5,12,0.60237,0.24332,0.08068,0.02862,0.02414,274,250849.1
100900111,1,3,2,4,5,0.53612,0.22154,0.16015,0.03757,0.02352,205,53216.1
100900112,4,1,2,38,6,0.89547,0.07817,0.01765,0.00354,0.00314,235,916954.3
100900113,4,30,1,2,12,0.30685,0.27051,0.1747,0.07286,0.06127,153,160362.3
100900114,1,2,12,6,4,0.77211,0.10348,0.08834,0.01454,0.00628,388,258084.3
100900115,4,1,2,6,5,0.90908,0.07581,0.01042,0.00319,0.00068,195,903233.0
100900116,3,2,5,4,12,0.63893,0.21074,0.11784,0.01698,0.01551,52,154470.1
100900117,1,2,27,5,3,0.34188,0.21175,0.12591,0.1178,0.08892,2935,1008339.6
100900118,4,1,2,12,3,0.42497,0.24751,0.0887,0.08486,0.05415,155,115788.2
100900119,1,2,12,6,66,0.81962,0.0569,0.05416,0.02509,0.01033,306,210697.9
100900120,1,2,4,38,6,0.65784,0.15552,0.07918,0.04523,0.0401,144,71841.1
100900121,3,6,5,2,4,0.39478,0.23242,0.17298,0.12768,0.03049,144,122176.2
100900122,1,3,2,5,4,0.47012,0.23426,0.18879,0.03867,0.02044,1639,761452.4
100900123,1,3,8,5,\N,0.65593,0.28064,0.03995,0.02348,\N,10,17266.4
100900124,1,2,6,12,4,0.77946,0.11265,0.04837,0.03171,0.02212,183,175341.0
100900125,3,4,1,2,5,0.52952,0.2521,0.14903,0.05324,0.00804,336,304948.4
100900126,1,4,2,6,35,0.69899,0.1639,0.07359,0.03437,0.0238,450,167371.0
100900127,1,2,6,12,4,0.74495,0.12737,0.04903,0.047,0.01939,274,200029.2
100900128,4,1,3,2,7,0.36312,0.24564,0.23668,0.12461,0.01214,284,214695.6
100900129,3,1,2,20,4,0.38607,0.30814,0.11203,0.09007,0.07101,399,191753.0
100900131,3,2,1,5,9,0.65254,0.23402,0.07477,0.01893,0.01288,107,67315.4
100900133,1,4,30,2,12,0.53458,0.17063,0.15042,0.04271,0.03407,283,288379.0
100900134,1,2,6,4,12,0.72937,0.14723,0.04048,0.03582,0.03148,167,108292.7
100900135,3,1,2,20,4,0.3673,0.33605,0.11063,0.08569,0.06756,469,201550.0
100900137,2,1,3,7,8,0.42661,0.32355,0.17071,0.03108,0.01233,886,183720.0
100900138,1,4,30,2,12,0.54369,0.16339,0.15518,0.04118,0.03515,239,279537.6
100900139,1,2,6,12,4,0.74337,0.11656,0.0528,0.03566,0.03162,193,122682.9
100900140,1,4,3,2,6,0.60639,0.12692,0.10642,0.10513,0.04551,399,125877.2
100900141,3,1,2,20,4,0.3695,0.33217,0.11121,0.08621,0.06797,440,200352.9
100900142,4,1,2,38,6,0.88194,0.08338,0.02256,0.00349,0.00309,302,931027.4
100900143,65,4,1,3,2,0.8612,0.05041,0.03407,0.03286,0.0173,331,1546419.9
100900144,3,45,1,4,2,0.36852,0.2921,0.18479,0.0456,0.04399,88,127320.0
100900145,1,4,30,2,3,0.54876,0.20447,0.20067,0.03284,0.00824,46,216174.7
100900146,1,2,4,12,11,0.72846,0.08272,0.075,0.03185,0.02486,1298,1348188.7
100900147,4,1,5,2,\N,0.89201,0.07822,0.02268,0.00708,\N,88,95702.5
100900148,1,2,3,6,8,0.72273,0.10909,0.10346,0.02464,0.01547,1088,341533.6
100900149,9,4,3,2,1,0.72053,0.14609,0.05292,0.04493,0.02108,32,132601.6
100900150,1,2,12,11,6,0.74567,0.09768,0.05545,0.03485,0.02361,651,615700.3
100900151,4,1,2,6,11,0.73366,0.12873,0.0601,0.02336,0.02107,453,936475.6
100900152,4,1,2,38,6,0.87533,0.09025,0.02239,0.00346,0.00307,313,938059.5
100900153,1,2,12,199,6,0.69336,0.15039,0.06432,0.02947,0.02074,385,132229.5
100900154,9,4,3,2,1,0.73631,0.14929,0.05408,0.02401,0.02154,31,129758.6
100900155,1,2,12,11,6,0.69976,0.12525,0.05652,0.05083,0.029,443,417667.0
